temp_category,temp_feel,temp
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.82,27.88
Hot,30.305,27.06
Hot,30.305,
Hot,30.305,27.06
Hot,34.09,29.52
Hot,34.09,30.34
Hot,34.85,31.16
Hot,35.605,31.98
Hot,37.88,33.62
Hot,37.88,34.44
Hot,37.88,34.44
Hot,38.635,
Hot,37.88,34.44
Hot,39.395,33.62
Hot,38.635,33.62
Hot,38.635,32.8
Hot,37.12,31.98
Hot,35.605,31.16
Hot,36.365,31.16
Hot,34.85,29.52
Hot,34.85,29.52
Hot,33.335,
Hot,33.335,
Hot,33.335,
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,32.575,28.7
Hot,33.335,
Hot,34.09,30.34
Hot,34.09,
Hot,34.09,30.34
Hot,35.605,31.16
Hot,37.88,32.8
Hot,37.88,32.8
Hot,38.635,33.62
Hot,38.635,33.62
Hot,36.365,32.8
Hot,34.09,30.34
Hot,34.09,29.52
Hot,32.575,28.7
Hot,31.82,27.88
,,27.06
Hot,30.305,27.06
Hot,31.06,27.06
Hot,30.305,27.06
,,26.24
Hot,28.79,26.24
Hot,28.79,
Hot,28.03,25.42
Hot,28.03,25.42
Hot,28.03,
Hot,29.545,26.24
Hot,33.335,28.7
Hot,34.09,29.52
Hot,35.605,31.16
Hot,36.365,31.98
Hot,37.88,33.62
Hot,37.12,31.98
Hot,39.395,33.62
Hot,38.635,32.8
Hot,31.82,27.88
Hot,31.82,27.88
Hot,33.335,28.7
Hot,33.335,28.7
Hot,30.305,27.06
Hot,30.305,27.06
Hot,28.79,26.24
Hot,29.545,26.24
Hot,29.545,
Hot,30.305,26.24
Hot,29.545,25.42
Hot,30.305,24.6
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,
Hot,26.515,22.96
Hot,27.275,
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.82,
Hot,31.06,27.06
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,24.6
Hot,31.06,24.6
Hot,31.06,24.6
Hot,27.275,23.78
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,
Hot,26.515,22.96
Hot,27.275,23.78
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,
Hot,31.82,
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,24.6
Hot,31.06,24.6
Hot,27.275,23.78
Hot,26.515,22.96
Hot,26.515,22.96
Hot,25.76,22.14
Mild,25,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,23.485,19.68
Mild,24.24,20.5
Hot,25.76,22.14
,,
Hot,31.06,24.6
Hot,31.06,26.24
Hot,31.82,27.88
Hot,31.82,28.7
Hot,32.575,30.34
Hot,32.575,30.34
Hot,33.335,
Hot,33.335,31.16
Hot,32.575,30.34
Hot,32.575,29.52
Hot,31.82,28.7
Hot,31.06,
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,24.6
Hot,27.275,23.78
Hot,31.06,24.6
Hot,26.515,
Hot,26.515,22.96
Hot,30.305,24.6
Hot,27.275,23.78
Hot,26.515,22.96
Hot,29.545,
Hot,30.305,25.42
Hot,31.06,27.06
Hot,31.82,27.88
Hot,33.335,29.52
Hot,33.335,
Hot,33.335,
Hot,32.575,28.7
Hot,31.06,27.06
Hot,29.545,26.24
Hot,28.79,
Hot,28.79,
Hot,28.79,25.42
Hot,28.79,
Hot,28.79,25.42
Hot,28.03,
Hot,26.515,22.96
Hot,26.515,22.96
Hot,26.515,
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,22.96
Hot,28.03,24.6
Hot,28.03,24.6
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,
Hot,32.575,28.7
Hot,34.09,30.34
Hot,34.85,31.16
Hot,34.85,31.98
Hot,34.09,
Hot,34.09,31.16
Hot,34.09,31.16
Hot,28.79,26.24
Hot,29.545,26.24
Hot,29.545,
Hot,28.03,25.42
Hot,28.79,25.42
Hot,28.03,25.42
Hot,28.79,25.42
Hot,27.275,24.6
Hot,27.275,24.6
Hot,27.275,24.6
Hot,28.79,25.42
Hot,28.79,25.42
Hot,29.545,26.24
Hot,30.305,27.06
Hot,32.575,28.7
Hot,34.09,29.52
Hot,34.09,29.52
Hot,34.85,
Hot,34.85,31.16
,,32.8
Hot,37.88,33.62
Hot,34.85,31.16
Hot,34.09,31.16
Hot,34.09,30.34
Hot,33.335,30.34
Hot,33.335,
Hot,34.09,29.52
Hot,34.09,29.52
Hot,34.09,29.52
Hot,32.575,28.7
Hot,32.575,
Hot,31.82,27.88
Hot,30.305,27.06
Hot,31.06,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,31.82,27.88
Hot,31.82,27.88
Hot,32.575,28.7
Hot,33.335,29.52
Hot,34.09,30.34
Hot,33.335,30.34
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,31.16
Hot,33.335,30.34
Hot,34.09,30.34
Hot,34.09,29.52
Hot,32.575,28.7
Hot,31.82,27.88
,,27.06
Hot,30.305,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,30.305,25.42
Hot,31.06,26.24
Hot,31.06,25.42
Hot,30.305,24.6
Hot,30.305,
Hot,31.06,27.06
Hot,31.82,28.7
Hot,32.575,30.34
Hot,33.335,31.16
Hot,34.85,32.8
Hot,34.85,32.8
Hot,34.09,32.8
Hot,34.85,33.62
Hot,34.85,33.62
Hot,34.85,33.62
Hot,34.85,33.62
Hot,34.09,32.8
Hot,33.335,31.98
Hot,32.575,29.52
Hot,31.82,28.7
Hot,31.82,
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,26.24
Hot,31.06,26.24
Hot,30.305,
Hot,27.275,23.78
Hot,30.305,25.42
Hot,30.305,26.24
Hot,31.82,27.88
Hot,33.335,30.34
Hot,35.605,32.8
Hot,35.605,32.8
Hot,35.605,33.62
Hot,35.605,33.62
Hot,35.605,34.44
Hot,36.365,35.26
Hot,37.12,36.08
,,34.44
Hot,35.605,
Hot,34.85,
Hot,34.09,
Hot,33.335,
Hot,33.335,
Hot,33.335,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.82,27.88
Hot,28.79,25.42
Hot,27.275,25.42
Hot,28.79,26.24
Hot,31.82,27.88
Hot,33.335,28.7
Hot,34.85,30.34
Hot,35.605,
Hot,37.88,32.8
Hot,38.635,32.8
Hot,39.395,33.62
Hot,40.15,34.44
Hot,40.15,34.44
Hot,37.12,32.8
Hot,37.12,32.8
Hot,30.305,27.06
Hot,30.305,27.06
,,27.06
Hot,30.305,
Hot,28.79,26.24
Hot,28.79,
Hot,28.79,26.24
Hot,28.79,26.24
Hot,29.545,26.24
Hot,30.305,27.06
Hot,28.79,26.24
Hot,28.79,26.24
Hot,30.305,27.06
Hot,33.335,28.7
Hot,34.09,29.52
Hot,34.85,31.16
Hot,34.85,31.16
Hot,35.605,
Hot,35.605,31.98
Hot,36.365,32.8
Hot,37.12,33.62
Hot,37.12,33.62
Hot,36.365,32.8
Hot,36.365,32.8
Hot,35.605,
Hot,34.85,31.16
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,
Hot,31.06,27.06
Hot,32.575,28.7
Hot,34.09,29.52
Hot,34.09,
Hot,34.85,31.16
Hot,34.85,31.98
Hot,36.365,32.8
Hot,37.12,33.62
Hot,37.12,32.8
Hot,37.12,33.62
Hot,37.88,33.62
Hot,37.88,33.62
Hot,37.88,32.8
Hot,38.635,32.8
Hot,36.365,31.16
Hot,37.12,31.98
Hot,36.365,31.16
Hot,34.85,30.34
Hot,34.85,29.52
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,
Hot,31.82,27.88
Hot,31.82,27.88
Hot,33.335,28.7
Hot,34.85,29.52
Hot,34.85,
Hot,33.335,
Hot,33.335,
Hot,34.85,29.52
Hot,34.85,30.34
Hot,34.85,30.34
Hot,36.365,31.16
Hot,36.365,31.16
Hot,36.365,31.16
Hot,37.12,31.98
Hot,35.605,31.16
Hot,34.85,30.34
Hot,34.85,29.52
Hot,33.335,28.7
Hot,33.335,28.7
Hot,31.82,27.88
Hot,29.545,27.06
Hot,29.545,27.06
Hot,29.545,27.06
Hot,28.03,26.24
Hot,28.79,26.24
Hot,28.79,26.24
Hot,28.79,
,,27.06
Hot,33.335,28.7
Hot,34.85,30.34
Hot,37.12,31.98
Hot,38.635,
Hot,38.635,34.44
Hot,39.395,35.26
Hot,39.395,35.26
Hot,39.395,35.26
Hot,38.635,35.26
Hot,37.88,35.26
Hot,37.88,34.44
Hot,38.635,33.62
Hot,35.605,31.16
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,29.52
Hot,34.85,30.34
Hot,34.85,29.52
Hot,33.335,28.7
,,27.88
Hot,33.335,28.7
Hot,31.82,27.88
Hot,33.335,28.7
Hot,33.335,28.7
Hot,34.85,29.52
Hot,36.365,31.16
Hot,34.85,30.34
Hot,35.605,
Hot,36.365,31.16
Hot,37.88,31.98
Hot,39.395,32.8
Hot,39.395,32.8
Hot,31.82,27.88
Hot,29.545,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,28.79,26.24
Hot,28.79,26.24
Hot,28.79,26.24
Hot,28.79,26.24
Hot,28.03,25.42
Hot,28.79,26.24
Hot,30.305,27.06
Hot,32.575,28.7
Hot,34.09,30.34
Hot,34.85,31.16
Hot,34.85,31.98
Hot,36.365,
Hot,37.12,33.62
Hot,37.12,
Hot,36.365,34.44
Hot,36.365,33.62
Hot,36.365,
Hot,36.365,33.62
Hot,34.85,31.16
Hot,35.605,31.16
Hot,34.09,30.34
Hot,34.09,29.52
Hot,33.335,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.06,
Hot,31.06,27.06
Hot,31.06,27.06
Hot,29.545,26.24
Hot,32.575,28.7
Hot,34.09,29.52
Hot,34.85,30.34
Hot,34.85,31.16
Hot,36.365,31.98
Hot,37.88,33.62
Hot,36.365,32.8
Hot,37.12,33.62
,,34.44
Hot,37.88,34.44
Hot,37.12,34.44
Hot,37.12,33.62
Hot,37.12,
Hot,34.85,31.16
Hot,34.09,30.34
Hot,34.85,
Hot,34.09,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,
Hot,31.82,
Hot,33.335,28.7
Hot,34.85,30.34
Hot,37.12,31.98
Hot,37.88,32.8
Hot,39.395,33.62
Hot,40.15,34.44
Hot,40.91,35.26
Hot,41.665,35.26
Hot,42.425,35.26
Hot,42.425,35.26
Hot,42.425,35.26
Hot,41.665,35.26
Hot,41.665,34.44
Hot,34.85,29.52
Hot,33.335,28.7
Hot,34.85,29.52
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
,,28.7
Hot,34.09,30.34
Hot,34.85,31.16
Hot,35.605,31.16
Hot,36.365,31.98
Hot,38.635,33.62
Hot,38.635,33.62
Hot,39.395,35.26
Hot,40.15,35.26
Hot,42.425,36.9
Hot,42.425,36.9
Hot,39.395,
Hot,40.91,
Hot,40.15,
Hot,37.88,34.44
Hot,37.12,33.62
Hot,37.12,33.62
Hot,36.365,32.8
Hot,35.605,31.98
Hot,35.605,31.16
Hot,34.85,31.16
Hot,34.85,31.16
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.85,31.16
,,32.8
Hot,37.12,33.62
Hot,37.88,33.62
Hot,37.12,34.44
Hot,37.88,34.44
Hot,37.88,33.62
Hot,37.88,33.62
Hot,28.03,26.24
Hot,29.545,27.06
Hot,33.335,
Hot,34.85,29.52
Hot,33.335,
Hot,33.335,28.7
Hot,33.335,28.7
Hot,31.82,27.88
Hot,30.305,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,
Hot,31.06,
Hot,30.305,24.6
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.82,27.88
Hot,31.82,28.7
Hot,32.575,29.52
Hot,32.575,30.34
Hot,33.335,31.16
Hot,32.575,30.34
Hot,33.335,31.16
Hot,33.335,31.16
Hot,32.575,30.34
Hot,32.575,29.52
Hot,32.575,
Hot,31.82,28.7
Hot,31.06,
Hot,31.06,26.24
Hot,30.305,26.24
Hot,29.545,25.42
Hot,29.545,25.42
Hot,28.79,24.6
Hot,29.545,24.6
Hot,29.545,24.6
Hot,29.545,24.6
Hot,29.545,24.6
Hot,30.305,26.24
Hot,30.305,26.24
Hot,31.82,27.88
Hot,31.06,
Hot,32.575,28.7
Hot,32.575,28.7
Hot,32.575,28.7
Hot,32.575,28.7
Hot,32.575,29.52
Hot,33.335,29.52
Hot,33.335,30.34
Hot,32.575,
Hot,31.82,28.7
Hot,32.575,28.7
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,26.24
Hot,30.305,25.42
Hot,29.545,24.6
Hot,29.545,24.6
Hot,28.79,24.6
Hot,29.545,24.6
Hot,27.275,23.78
Hot,28.79,
Hot,29.545,25.42
Hot,31.06,27.06
Hot,32.575,28.7
Hot,33.335,29.52
Hot,33.335,30.34
Hot,34.09,
Hot,34.09,31.16
Hot,33.335,30.34
Hot,34.09,31.16
Hot,34.09,
Hot,34.09,31.16
Hot,34.09,
Hot,34.09,30.34
Hot,33.335,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.06,27.06
Hot,30.305,
Hot,30.305,26.24
Hot,30.305,26.24
Hot,29.545,25.42
Hot,30.305,26.24
Hot,29.545,25.42
Hot,30.305,
Hot,31.82,27.88
Hot,33.335,
Hot,34.09,30.34
Hot,34.85,31.16
Hot,34.85,31.16
Hot,37.12,32.8
Hot,37.12,32.8
Hot,37.12,33.62
Hot,36.365,32.8
Hot,37.12,
Hot,36.365,32.8
Hot,34.85,31.16
Hot,35.605,31.16
Hot,34.09,30.34
Hot,34.09,
Hot,33.335,
Hot,33.335,28.7
Hot,33.335,28.7
Hot,30.305,27.06
Hot,30.305,27.06
Hot,29.545,26.24
Hot,29.545,26.24
Hot,28.79,26.24
Hot,31.82,27.88
Hot,32.575,28.7
Hot,34.85,30.34
Hot,35.605,31.16
Hot,37.88,32.8
Hot,38.635,32.8
Hot,39.395,33.62
Hot,39.395,33.62
Hot,40.15,34.44
Hot,40.15,34.44
Hot,39.395,34.44
Hot,38.635,
Hot,37.88,32.8
Hot,37.12,
Hot,34.85,30.34
Hot,36.365,31.16
Hot,34.85,30.34
Hot,34.85,30.34
Hot,34.85,30.34
Hot,34.09,
Hot,34.09,
Hot,34.09,29.52
Hot,33.335,28.7
Hot,34.85,
Hot,34.85,30.34
Hot,36.365,31.16
Hot,39.395,
Hot,39.395,
Hot,40.15,33.62
Hot,40.91,34.44
Hot,41.665,35.26
Hot,40.91,35.26
Hot,40.91,36.08
Hot,42.425,36.9
Hot,40.15,32.8
Hot,40.15,32.8
Hot,37.12,31.16
Hot,36.365,30.34
Hot,35.605,30.34
Hot,35.605,30.34
Hot,34.85,
Hot,34.09,29.52
Hot,34.85,29.52
Hot,33.335,28.7
Hot,33.335,28.7
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,34.09,30.34
Hot,36.365,32.8
Hot,37.12,33.62
Hot,37.88,35.26
Hot,38.635,36.08
Hot,40.15,36.9
Hot,40.15,
Hot,40.91,37.72
Hot,39.395,36.9
Hot,39.395,36.9
Hot,34.09,31.16
Hot,34.85,31.98
Hot,33.335,30.34
Hot,34.09,29.52
Hot,32.575,
Hot,32.575,
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.82,27.88
Hot,31.06,27.06
,,27.06
Hot,31.06,27.06
Hot,31.82,27.88
Hot,33.335,29.52
Hot,34.09,30.34
Hot,34.85,
Hot,36.365,33.62
Hot,36.365,34.44
Hot,37.12,35.26
Hot,37.12,35.26
Hot,38.635,36.9
Hot,38.635,
Hot,38.635,36.9
Hot,39.395,36.9
Hot,37.88,35.26
Hot,37.88,
Hot,37.88,33.62
Hot,37.12,32.8
Hot,37.12,31.98
Hot,37.12,32.8
Hot,37.12,32.8
Hot,35.605,31.98
Hot,35.605,31.98
Hot,34.85,31.16
Hot,34.85,31.16
Hot,34.85,31.16
Hot,34.09,
Hot,33.335,30.34
Hot,33.335,30.34
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.85,31.16
Hot,35.605,31.16
Hot,35.605,31.16
Hot,33.335,28.7
Hot,31.82,27.88
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,
Hot,31.82,
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,29.545,
Hot,29.545,27.06
Hot,29.545,
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,
Hot,32.575,
Hot,34.85,
Hot,33.335,29.52
Hot,34.85,30.34
Hot,35.605,31.16
Hot,35.605,31.16
Hot,37.88,32.8
Hot,37.88,32.8
Hot,35.605,31.16
Hot,35.605,31.16
Hot,33.335,
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,27.06
Hot,29.545,26.24
Hot,31.06,27.06
Hot,29.545,26.24
Hot,29.545,26.24
Hot,29.545,26.24
Hot,29.545,26.24
Hot,30.305,
Hot,32.575,28.7
Hot,33.335,29.52
Hot,34.09,30.34
Hot,34.85,31.16
Hot,34.85,31.16
Hot,35.605,31.98
Hot,35.605,31.98
Hot,34.85,31.16
Hot,37.12,
Hot,35.605,31.98
Hot,34.85,31.16
Hot,34.09,30.34
Hot,33.335,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,30.305,27.06
Hot,28.79,
Hot,28.79,26.24
Hot,31.82,27.88
Hot,31.82,
Hot,34.85,30.34
Hot,34.85,30.34
Hot,37.12,31.98
Hot,37.88,
Hot,38.635,32.8
Hot,38.635,33.62
Hot,40.15,34.44
Hot,35.605,30.34
Hot,35.605,30.34
Hot,34.85,
Hot,35.605,29.52
,,29.52
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,
Hot,33.335,28.7
Hot,33.335,28.7
Hot,34.85,29.52
Hot,37.12,31.16
Hot,40.15,32.8
Hot,41.665,33.62
Hot,42.425,
Hot,42.425,
Hot,40.15,35.26
Hot,34.85,29.52
Hot,34.85,29.52
Hot,35.605,30.34
Hot,34.85,
Hot,34.85,29.52
Hot,35.605,29.52
Hot,35.605,
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,31.82,27.88
Hot,29.545,27.06
Hot,29.545,27.06
Hot,29.545,27.06
Hot,33.335,28.7
Hot,32.575,28.7
Hot,34.09,
Hot,34.09,30.34
Hot,34.85,31.16
Hot,37.12,
Hot,37.12,33.62
Hot,37.88,33.62
Hot,37.88,34.44
Hot,37.12,33.62
Hot,37.88,34.44
Hot,38.635,35.26
Hot,38.635,35.26
Hot,37.88,34.44
Hot,37.12,33.62
Hot,37.88,32.8
Hot,35.605,31.16
Hot,35.605,
Hot,34.85,30.34
Hot,34.85,29.52
Hot,34.09,29.52
Hot,34.09,29.52
Hot,34.09,29.52
Hot,33.335,28.7
Hot,32.575,
Hot,33.335,29.52
Hot,34.85,29.52
Hot,34.85,30.34
Hot,37.12,31.98
Hot,38.635,
Hot,38.635,
Hot,39.395,33.62
Hot,39.395,34.44
Hot,39.395,
Hot,38.635,35.26
Hot,38.635,35.26
Hot,37.88,32.8
Hot,37.88,32.8
Hot,37.12,32.8
Hot,36.365,32.8
Hot,34.85,31.98
Hot,34.85,31.98
Hot,34.09,31.16
Hot,33.335,30.34
Hot,33.335,29.52
Hot,33.335,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.82,27.88
Hot,32.575,28.7
Hot,33.335,
Hot,34.09,31.16
Hot,36.365,32.8
Hot,35.605,32.8
Hot,36.365,33.62
Hot,36.365,33.62
Hot,36.365,34.44
Hot,37.12,35.26
Hot,37.12,35.26
Hot,35.605,34.44
Hot,35.605,33.62
Hot,34.85,32.8
Hot,33.335,31.16
Hot,33.335,31.16
Hot,32.575,30.34
Hot,32.575,30.34
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.06,
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,30.305,
Hot,31.06,27.06
Hot,31.82,28.7
,,29.52
Hot,32.575,
Hot,33.335,
Hot,34.09,31.98
Hot,33.335,31.16
Hot,34.85,32.8
Hot,34.85,
Hot,34.85,32.8
Hot,34.85,32.8
Hot,34.09,31.98
Hot,32.575,30.34
Hot,32.575,
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.06,
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.82,27.88
Hot,32.575,29.52
Hot,32.575,30.34
Hot,33.335,31.16
Hot,34.85,32.8
Hot,34.09,31.98
Hot,34.85,32.8
Hot,34.85,32.8
Hot,35.605,33.62
Hot,35.605,33.62
,,31.16
Hot,33.335,30.34
Hot,32.575,29.52
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.06,27.06
Hot,30.305,26.24
Hot,30.305,
Hot,30.305,26.24
Hot,31.06,27.06
Hot,32.575,28.7
Hot,33.335,28.7
Hot,34.85,29.52
Hot,34.85,30.34
Hot,29.545,27.06
Hot,35.605,30.34
Hot,34.85,
Hot,31.82,27.88
Hot,33.335,28.7
Hot,34.85,
Hot,33.335,28.7
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,27.88
Hot,30.305,
Hot,30.305,27.06
Hot,28.79,26.24
Hot,28.79,26.24
Hot,28.03,26.24
,,26.24
Hot,28.03,26.24
Hot,28.03,
Hot,29.545,27.06
Hot,29.545,27.06
Hot,29.545,
Hot,33.335,
Hot,33.335,28.7
Hot,33.335,
Hot,34.85,29.52
Hot,34.85,30.34
Hot,34.85,30.34
Hot,34.85,30.34
Hot,35.605,31.16
Hot,34.85,30.34
Hot,34.85,29.52
Hot,33.335,28.7
Hot,27.275,24.6
Hot,27.275,24.6
Hot,28.03,24.6
Hot,27.275,24.6
Hot,27.275,24.6
Hot,28.03,24.6
Hot,28.03,
Hot,28.03,24.6
Hot,27.275,24.6
Hot,27.275,
Hot,27.275,24.6
Hot,29.545,26.24
Hot,29.545,26.24
Hot,31.82,27.88
Hot,34.09,29.52
Hot,34.09,30.34
Hot,35.605,31.98
Hot,34.09,30.34
Hot,34.09,30.34
Hot,34.09,30.34
Hot,33.335,30.34
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,30.305,26.24
Hot,30.305,26.24
Hot,30.305,26.24
Hot,29.545,25.42
Hot,29.545,25.42
Hot,30.305,26.24
Hot,29.545,25.42
Hot,29.545,
Hot,30.305,26.24
Hot,32.575,
Hot,31.82,27.88
Hot,32.575,28.7
Hot,33.335,30.34
Hot,34.09,31.16
Hot,34.09,31.16
Hot,34.09,31.16
Hot,35.605,
Hot,35.605,32.8
Hot,34.09,31.16
Hot,34.09,31.16
Hot,33.335,30.34
Hot,33.335,30.34
Hot,33.335,
Hot,32.575,28.7
Hot,31.06,27.06
Hot,31.06,27.06
Hot,30.305,26.24
Hot,31.06,27.06
Hot,29.545,26.24
Hot,30.305,26.24
Hot,30.305,26.24
Hot,29.545,25.42
Hot,31.06,27.06
Hot,32.575,28.7
Hot,33.335,30.34
Hot,34.09,31.16
Hot,34.85,31.98
Hot,36.365,32.8
Hot,35.605,32.8
Hot,36.365,33.62
Hot,36.365,32.8
Hot,37.12,33.62
Hot,37.12,32.8
Hot,34.85,
Hot,34.85,
Hot,34.09,30.34
Hot,34.09,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,30.305,
Hot,29.545,26.24
Hot,29.545,26.24
Hot,29.545,26.24
Hot,31.06,27.06
Hot,34.09,29.52
Hot,34.85,30.34
Hot,35.605,31.16
Hot,37.12,
Hot,37.12,32.8
Hot,37.88,33.62
Hot,36.365,32.8
Hot,36.365,32.8
Hot,36.365,32.8
Hot,34.85,31.16
Hot,30.305,
Hot,30.305,27.06
Hot,31.82,27.88
Hot,33.335,28.7
Hot,33.335,28.7
Hot,31.82,27.88
Hot,28.79,26.24
Hot,28.79,26.24
Hot,29.545,26.24
Hot,28.79,26.24
Hot,28.79,26.24
Hot,28.79,26.24
Hot,30.305,27.06
Hot,30.305,27.06
Hot,32.575,28.7
Hot,34.09,
Hot,34.09,29.52
Hot,34.09,30.34
Hot,35.605,31.16
Hot,36.365,31.98
Hot,37.12,32.8
Hot,37.12,32.8
Hot,35.605,
Hot,35.605,31.16
Hot,29.545,25.42
Hot,28.79,
Hot,28.79,25.42
Hot,27.275,24.6
Hot,27.275,
Hot,28.79,24.6
Hot,29.545,24.6
Hot,27.275,23.78
Hot,27.275,23.78
Hot,26.515,22.96
Hot,26.515,22.96
Hot,28.79,24.6
Hot,28.79,24.6
Hot,29.545,25.42
Hot,30.305,26.24
Hot,31.82,27.88
Hot,33.335,29.52
Hot,33.335,29.52
Hot,33.335,29.52
Hot,33.335,29.52
Hot,33.335,29.52
Hot,33.335,
Hot,33.335,29.52
Hot,33.335,29.52
Hot,32.575,
Hot,31.06,27.06
Hot,31.06,
Hot,31.06,27.06
Hot,30.305,26.24
Hot,30.305,26.24
Hot,29.545,25.42
Hot,29.545,25.42
Hot,28.03,24.6
Hot,28.03,
Hot,28.03,24.6
Hot,28.03,24.6
Hot,28.03,24.6
,,25.42
Hot,28.79,
Hot,30.305,26.24
Hot,31.06,
Hot,31.06,27.06
Hot,31.82,27.88
Hot,32.575,
Hot,32.575,28.7
Hot,32.575,
Hot,31.82,
Hot,31.82,27.88
Hot,31.06,27.06
Hot,30.305,26.24
Hot,30.305,26.24
Hot,30.305,
Hot,30.305,26.24
Hot,30.305,26.24
Hot,30.305,26.24
Hot,30.305,26.24
Hot,29.545,25.42
Hot,29.545,
Hot,30.305,25.42
Hot,29.545,25.42
Hot,29.545,25.42
Hot,30.305,
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,32.575,28.7
Hot,32.575,28.7
Hot,34.09,29.52
Hot,34.09,29.52
Hot,34.09,29.52
